r_b1b2 = 3539 mm  at t = 2669800 ms, current time = 10.906
r_a1a2 = 3511 mm  at t = 5592636 ms, current time = 10.972
r_b1a2 = 2528 mm  at t = 2669882 ms, current time = 10.988
r_a1b2 = 4490 mm  at t = 5592668 ms, current time = 11.005
r_b1b2 = 3553 mm  at t = 2669915 ms, current time = 11.021
r_a1a2 = 3488 mm  at t = 5592750 ms, current time = 11.087
r_b1a2 = 2491 mm  at t = 2669997 ms, current time = 11.103
r_a1b2 = 4471 mm  at t = 5592782 ms, current time = 11.119
r_b1b2 = 3572 mm  at t = 2670029 ms, current time = 11.135
r_a1a2 = 3474 mm  at t = 5592865 ms, current time = 11.201
r_b1a2 = 2561 mm  at t = 2670111 ms, current time = 11.218
r_a1b2 = 4466 mm  at t = 5592897 ms, current time = 11.234
r_b1b2 = 3521 mm  at t = 2670144 ms, current time = 11.25
r_a1a2 = 3521 mm  at t = 5592979 ms, current time = 11.316
r_b1a2 = 2519 mm  at t = 2670226 ms, current time = 11.333
r_a1b2 = 4574 mm  at t = 5593012 ms, current time = 11.349
r_b1b2 = 3530 mm  at t = 2670258 ms, current time = 11.365
r_a1a2 = 3497 mm  at t = 5593095 ms, current time = 11.432
r_b1a2 = 2509 mm  at t = 2670342 ms, current time = 11.448
r_a1b2 = 4517 mm  at t = 5593128 ms, current time = 11.465
r_b1b2 = 3502 mm  at t = 2670375 ms, current time = 11.481
r_a1a2 = 3511 mm  at t = 5593211 ms, current time = 11.548
r_b1a2 = 2552 mm  at t = 2670457 ms, current time = 11.564
r_a1b2 = 4513 mm  at t = 5593243 ms, current time = 11.58
r_b1b2 = 3521 mm  at t = 2670489 ms, current time = 11.597
r_a1a2 = 3483 mm  at t = 5593327 ms, current time = 11.664
r_b1a2 = 2486 mm  at t = 2670573 ms, current time = 11.68
r_a1b2 = 4504 mm  at t = 5593359 ms, current time = 11.696
r_b1b2 = 3511 mm  at t = 2670606 ms, current time = 11.712
r_a1a2 = 3474 mm  at t = 5593442 ms, current time = 11.779
r_b1a2 = 2486 mm  at t = 2670688 ms, current time = 11.795
r_a1b2 = 4517 mm  at t = 5593474 ms, current time = 11.811
r_b1b2 = 3535 mm  at t = 2670721 ms, current time = 11.827
r_a1a2 = 3511 mm  at t = 5593556 ms, current time = 11.894
